review,sentiment
"ÄŒeste su deÄije ekskurzije, pa u hotelu noÄ‡u bude malo veÄ‡a buka...i to moÅ¾e da smeta.",negativan
Jedina mana je Å¡to stepeniÅ¡ta i hodnici nisu klimatizovani pa je bilo uÅ¾asno vruÄ‡e.,negativan
"sve je bilo Ok
ne mogu navesti nesto sto mi se nije dopalo",negativan
Kljuc od ulaza u zgradu slabo funkcionise ali to nije problem apartmana nego cele zgrade,negativan
Moje godine i umor od mnogo setanja ðŸ˜€,negativan
"U kuhinji nedostaje dzezva za kafu, nikakva kritika, samo predlog domacinima. Za potpuni uzitak, potrebna je jutarnja kafica :)",negativan
"Sitnije zamerke- u kupatilu nije bilo zakaÄaljki za peÅ¡kire i kroz staklo od tuÅ¡ kabine prolazi voda, pa se pokvasi celo kupatilo prilikom tuÅ¡iranja",negativan
Nemamo zamerki! Sve je bilo ok!...,negativan
Apsolutno nijedan negativan komentar.,negativan
Ne postoji takva opcija. ðŸ˜‚,negativan
"Pogled sa terase gleda na stare polu - porusene objekte, koje ce, pretpostavljam i nadam se, u blizoj buducnosti zamjeniti nove zgrade.",negativan
Ljubaznost domacina.,negativan
Ne postoji niÅ¡ta Å¡to.mi se nije svidelo,negativan
Nemamo primedbi,negativan
Nemam zamerki!ðŸ‘,negativan
"Nema vrata na kupatilu,preuzak apartman.",negativan
PlastiÄni elementi u kupatilu. Brinula sam da Ä‡u ih slomiti,negativan
Dupli krevet bi trebao biti veÄ‡i,negativan
VeliÄina sobe. Vrata od toaleta ne postoje. Mada je u redu za dva noÄ‡enja.,negativan
"OdliÄan smeÅ¡taj, ljubazni domaÄ‡ini. Higijena na zavidnom nivou.",negativan
Sve je odlicno!,negativan
"Toga nema, sve mi se izuzetno dopalo!",negativan
Zaista je teÅ¡ko naÄ‡i zamjerku ovako detaljnim domaÄ‡inima koji su mislili na sve.,negativan
Ne moÅ¾e se pronaÄ‡i zamerka na ovaj smeÅ¡taj!!!,negativan
Sve je bilo prelepo.,negativan
"Malo je soba skuÄena,odliÄno osmiÅ¡ljena sa tuÅ¡ kabinom u samoj sobi ,ali tesno...",negativan
-----------,negativan
Objektu nedostaje neki vid recepcije za goste koji su u njemu smeÅ¡teni.,negativan
Parking treba neko bolje rjesenje.,negativan
"DoruÄak je suv, kao da ga naprave u 6h, a jede se oko 9h. Tvrde kiflice i hleb. LoÅ¡a kafa iz termosa. Dosta toga deluje staro u hotelu.",negativan
Trebalo bi modernizovati sobe i bilo bi za Äistu desetku.,negativan
Nemam nikakve primedbe.,negativan
NiÅ¡taâ€¦,negativan
Madraci su propali,negativan
"Zavese su pocepane, stolariju treba srediti ali to ne smatramo za smetnju pri boravku.",negativan
"nemogucnost da se zatvori prozor , zavese nefunkcionalne , sef za odlaganje i cuvanje novca neispravan  Peti put smo boravili u Trebinjui i posle niza nepreciznih informacija o lokalitetu Rimskog mosta - Vucije na reci Susici od lokalnog stanovnika dobili smo preciznu informaciju ali na granici sa Crnom Gorom saznali smo da je taj prelaz namenjen lokalnom stanovnistvu i nismo uspeli da vidimo Rimski most iako je od strane Turisticke organizacije reklamiran u Turist birou",negativan
LoÅ¡i prozori i madrac.,negativan
Dusek kreveta u sobi 507 :-D,negativan
DorÄak malo raznovrsniji da bude,negativan
"Relativno star hotel, sobe trebaju renovaciju, ali sve funkcionira",negativan
"App nije bio Äist kada smo doÅ¡li, naknadno je uradjen cleaning 
Druga djevojka na recepciji (ne Sladja) bi trebala gosta sluÅ¡ati kada joj govori o problemu koji ima u apartmanu",negativan
"Hotel zasluzuje realno 3 *
U sobama nema zastita za sunce na prozorima, sunce nas je probudilo u 5 h ujutru. 
Ne odgovaranje na poruke gostiju preko booking-a",negativan
Sto nismo ostali duÅ¾e.,negativan
Nema ni jedne zamerke.,negativan
"Sitnica,.. ali jos jedna polica kod lavaboa u kupatilu bi olaksala,...",negativan
Nema toga objekat je starno OK,negativan
Zameram samo Å¡to nije bio u potpunosti Äist,negativan
"Sve mi se dopalo,ali je malo parking problem..do duÅ¡e u razgovoru sa vlasnicima,moÅ¾e se reÅ¡iti i pitanje parkingaðŸ˜Š",negativan
Jedva smo pronaÅ¡li parking mesto,negativan
"Malo vise je bucno zbog saobracaja, to je jedina zamjerka",negativan
Nema sta prigovoriti.,negativan
Slivnik u tus kabini voda ide ka vratima a ne ka slivniku,negativan
"Toalet nema vrata,samo zastor",negativan
ðŸ‘ŒðŸ»Sve je bilo kako je i pretstavljeno.ÄŒista 10-ka.,negativan
Nemam nekih zamerki.,negativan
"Kupatilu nema vrata, uska soba, na terasi se ne mogu ugasiti svetla iz sobe.",negativan
Takvo neÅ¡to nije postojalo u ovom sluÄaju. :),negativan
Jastuci previsoki i tvrdi,negativan
Sve je bilo perfektno,negativan
Frizider je beskoristan,negativan
Prljav apartman gdje vam se cini da su samo posteljine presvukli. Doci do vlasnika da se javi na telefon je tesko.,negativan
Sve je bilo u apsolutnom redu. Nemam zamjerki.,negativan
Nema niÅ¡ta sto mi se nije svidelo,negativan
"Prljavo, smrdljivo...
Da li ovaj hotel zaista ima 4 zvezdice???
Prljavo kupatilo, smrdljivo katastrofa. Ventilator pokvaren pun praÅ¡ine i grinja, ne moÅ¾eÅ¡ svoje misli da ÄujeÅ¡ od njega. 
Ko god da Äisti onaj poslednji sprat treba da dobije momentalni otkaz! 
Sve je zamaskirano i prljavo. 
Sobe su od puÅ¡aÄkih promenjene u nepuÅ¡aÄke SMRDE. Tamni zidovi, ormari puni duvanskog smrada. Soba 612 za izbegavanje!! Puno pauÄine i praÅ¡ine.
Ne mogu da verujem da se ovo mesto preporucuje za boravak u Trebinju. 
Wifi nije radio nekoliko sati. 
Å½ao mi je, ali ovaj hotel je potpuno upropastio moj boravak u Trebinju.
Mora se promeniti pristup voÄ‘enju hotela ili niÅ¡ta od njega za koju godinu...",negativan
"Star televizor sa samo par kanala, tuÅ¡ neispravan, brava na vratima pokvarena,  prozori  koji se ne mogu zatvoriti kako treba.",negativan
Na dobrom mestu i dorucak je dobar,negativan
"Apartman je priliÄno ruiniran. BraÄni leÅ¾aj je suviÅ¡e mekan i osjeÄ‡a se miris praÅ¡ine. Neispravan antenski prikljuÄak za TV.
Dosta slabo osvjetljenje.",negativan
"Prljav itison u sobi, neuredan balkon, samo sva ruÄnika u kupatilu od kojih je jedan bio potrgan i neuporebiv.",negativan
"Prozori, koji se ne moguzatvoriti/ otvoriti. Odvodi u kupatilu su losi.",negativan
Parking za auto.,negativan
Nikakvih zamerki!,negativan
Sve je bilo kako treba i viÅ¡e od oÄekivanog,negativan
"SmeÅ¡taj je odliÄan,uredan,u samom centru.Ima sve Å¡to je potrebno za odliÄan odmor.Domacin Marko je izuzetno ljubazan,predusetljiv.Posebno smo mu zahvali na paÅ¾nji  i divnim gestovima prema naÅ¡em sinu!
Topla preporuka i ako Bog da vidimo se ponovo!ðŸ˜€
ðŸ™‚ðŸ™‚ðŸ™‚
ðŸ™ƒðŸ™ƒðŸ™ƒ",negativan
Malo opremljenija kuhinja.,negativan
"Nemam ni jednu zamjerku, posebno mi je odgovarao izdvojen parking koji se ne plaÄ‡a. Iznenadio sam se na koliko sitnica je vlasnik obratio paÅ¾nju, tako da bih svima preporuÄio da se odluÄe za ovaj smjeÅ¡taj.",negativan
Fasada i ulaz zgrade.,negativan
Falio nam je esceg,negativan
"Objekat je izmeÄ‘u dvije prometne saobraÄ‡ajnice. Prozori dobro izoluju,  pa ako niste preosjetljivi na buku, podnoÅ¡ljivo je.",negativan
"Blizina glavnog puta. ""Malo"" je buÄno kad su otvoreni prozori.",negativan
Sve mi se dopada,negativan
"Apartman je prostran, ali sitnice kvare utisak (nema gde da se okaÄe peÅ¡kiri u kupatilu, ne radi lampa iznad lavaboa,  iz tuÅ¡ kabine curi voda, nema dÅ¾ezve za kafu). Moglo bi da bude Äistije.",negativan
Kupona i buka ....,negativan
Losa udobnost kreveta soba br.5 i nedostajali su sucobrani oko bazena.,negativan
Bolji internet.,negativan
"Postoji nekoliko sitnih stvari koje bi se mogle doterati, ali kada se uzme u obzir koliko smo se divno proveli i koliko su zaposleni i vlasnici predusretljivi bilo bi nefer bilo Å¡ta osim dati preporuku za ovaj smeÅ¡taj.",negativan
"U opisu apartmana stoji Parking kao sigurna opcija, nazalost nije tako.
A nastup vlasnika je takav da smo nazalost morali da potrazimo drugi aprtman i izgubimo dragocemo vreme u  prelepom gradu.
Lokacija je zaista odlicna.
Ostalo nismo videli i ne mogu da komentarisem.",negativan
U opisu pise Apartman sa spavacom sobom a 4 kreveta I kuhinja su u jednoj sobi,negativan
"Nista to nevalja I to se nebi moglo kategorizati u nijednu kategoriju.To se nebi moglo ni izdavati od sramote.Prljavo skrnavo .....
Tus kabina najmanjih dimenzija,lavabu kao igracka da se ni ruke nemogu oprati a da se ne prolije voda,lavabo zapusen,u sobi samo jedna stolica,tv oba daljinska masna I razdrdana - neupotrebiva, kuhinja prljava I smrdljiva,tanjiri I case prljavi I svi razliciti kao da su sa otpada pokupljeni,u frizderu u gornjem delu - ledari 4 prsta leda, posteljina jadna da jadnija nemoze biti,povrsina studija je u nedozvoljenim Malim kvadratima, ceo studio je ispod svih kriterijuma..Da postoji zvanicna akreditovana komisija za dodelu klase apartmana,studija koji bi mogao da se izdaje tad se on I verovatno jos koji nebi nalazili na izdavanju.Posto vlada kod vas javasluk to onda moze samo do kad ?",negativan
"DomaÄ‡ini nisu dobro organizovani i soba nije bila u potpunosti spremna prilikom dolaska,",negativan
"Domacin nametljiv, frizider pun leda tako da se friz nije mogao koristiti, ventilator u toaletu postoji ali iako radi ne sluzi nicemu.",negativan
"Uredjenje dvoriÅ¡ta i samog ulaza u zgradu. U zgradi ima  viÅ¡e stanova, od kojih neki nisu za izdavanje i hodnik zgrade se ne odrÅ¾ava. Apartman je u potkrovlju, na slikama se ne prikazuju uvek kosine u potkrovlju, Å¡to je verovatno trgovaÄki fazon.",negativan
Å to nisam rezervisala viÅ¡e dana smeÅ¡tajðŸ˜”,negativan
"Za razliku od smeÅ¡taja, prilaz stanu, tj. zgrada je starijeg datuma. Ali Äim se kroÄi u apartman, sve je drugaÄije.",negativan
"Terasa sto se mora da deli sa ,,komsijama,,",negativan
Jedino ne znam kako bi se koristila terasa da je bilo gostiju u apartmanu do naÅ¡eg.,negativan
"Jedino Å¡to bi kao pozitivnu kritiku dodao,da domaÄ‡in postavi tablu obiljeÅ¾ja naziva apartmana,zbog lakÅ¡eg pronalaska kada gosti dolaze.",negativan
"Prozor se ne otvara na krovu, bilo bi extra da se otvara",negativan
Krevet. Ima dva duseka a bracni je. I jastuci bi mogli biti meksi. Sve ostalo odlicno.,negativan
"Nema parkinga,malo viÅ¡e buke.
Ali ako Å¾elite centar grada onda morate biti spremni na to.",negativan
"Prilaz apartmanu je malo Äudan, ali sve u svemu, odliÄan smeÅ¡taj.",negativan
"Lokacija, ljubaznost.
Najbolje za dati novac.",negativan
doruÄak nije bio dobar i buka spolja noÄ‡u,negativan
Stvarno nemam primedbi,negativan
"Jedino moÅ¾da pecivo za doruÄak nije bilo baÅ¡ sveÅ¾e, ali je to zanemarljiv nedostatak. Sve ostalo je bilo jako dobro!",negativan
Objekat bi mogao biti malo uredniji.,negativan
Povremeni smrad iz kanalizacije u kupatilu!!!,negativan
Skripjtanje poda.,negativan
Samo hodnici u samoj zgradi.,negativan
Nemamo primedbi!,negativan
"Apartman je prevaziÅ¡ao naÅ¡a oÄekivanja. U strogom centru grada, moderan, udoban sa izuzetno ljubaznim i predusretljivim domaÄ‡inom. Svakako Ä‡u priliko sledeÄ‡e posjete Trebinju odsjesti u istom smjeÅ¡taju ako bude raspoloÅ¾iv.",negativan
"U srcu Trebinja, sve je novo i utadjeno sa ukusom. Vlasnik je veoma susretljiv i uvjek spreman pomoci.Vidimo se opet.",negativan
Netreba niÅ¡ta bolje od ovoga,negativan
Krevet neudoban i Å¡kripi,negativan
nema paravan u kupatilu,negativan
"Odvod u kupatilu je loÅ¡, nakon tusiranja pola kupatila je pod vodom. Zakacke za peÅ¡kire otkinute sa zida.",negativan
Bez primjedbi,negativan
"Problem parkiranja, ali nama je domacin ipak obezbedio parking mesto",negativan
NaÅ¡ apartman bio je okrenut ka putu pa je noÄ‡u bilo malo viÅ¡e buke od automobila i kamiona koji tuda prolaze,negativan
Apartman u potkrovlju ima samo jedan mali prozor iznad kreveta.,negativan
"Tus kabina u kupatilu pusta vodu sto nije veliki problem, samo sugestija za domacine da se zameni silikon ðŸ¤—",negativan
Nema zamerkiðŸ˜Š,negativan
"Jedina stvar ali niÅ¡ta straÅ¡no i posebno je pronalazak parkinga kada prvi put dolazite. PoÅ¡to je hotel u sklopu starog grada, iza zidina, guÅ¾va je velika, vi prvi put dolazite, jedva da nadjete da stanete, udjete u hotel i pitate gde je taÄno parking. A parking je posle taksista, do zidina bukvalno, stoje male table sa natpisom hotela  ali za nekog ko dolazi prvi put nije nikako vidljivo i logiÄno da je to tu. Neka tabla ili neÅ¡to sliÄno bi pomoglo.",negativan
"Malo se osjecao smrad iz ventilacije kada smo usli u sobu, mada osoblje je odmah reagovalo i premijestili su nas u drugu sobu..",negativan
Pa teÅ¾ko rijeÄi.za jedru noÄ je bilo sve dobro,negativan
"Smestaj je bio odlican, jedina zamerka je sto nismo dobili jedinicu koju smo rezervisaliâ€¦",negativan
"U apartmanu u kojem smo bili smeÅ¡teni, br.4, u kupatilu ne bi bilo loÅ¡e da se postave neke police u tuÅ¡ kabini za odlaganje Å¡ampona i sredstav za tuÅ¡iranje (da se ne bi odlagalo na ploÄicama dole), isto kod lavaboa trebao bi da postoji neki drÅ¾aÄ za odlaganje Äetkice i paste za zube. To su jedine neke male zamerke.",negativan
"Sve je odliÄno. Ukazali smo vlasniku na sitne detalje, koji su ipak neophodni.Sigurni smo da Ä‡e sledeÄ‡a poseta istim apartmanima biti bez ijedne primedbe.",negativan
"Vreme,padala je kiÅ¡a i duvao jak vetar.",negativan
Udaljenost,negativan
Nema ni jedne zamerke,negativan
"U pitanju su sitnice, koje bi mogle lako da se rese. Npr da se sredi svetlo u kupatilu, koje je jako slabo i da se postave bilo kakvi drzaci peskira, jer ne postoje i to stvara problem. I nedostaju uticnice, premalo ih je. Dusek na krevetu je jako neudoban i skripi ðŸ˜¥",negativan
"Voda iz tuÅ¡ kabine se razliva po podu. ÄŒesma u kuhinji je pokvarena, tako da nismo mogli da pustimo hladnu vodu.",negativan
"Brzina internta, kvalitet mreÅ¾e. Nedovoljno dobar za komunikaciju na mreÅ¾i.",negativan
"Mala ""hampica"" oko parkiranja automobila. Nedostaju papuÄe.",negativan
Stepenice,negativan
"OdliÄan smjeÅ¡taj, savrÅ¡ena lokacija, izuzetno ljubazno osoblje",negativan
"Nemam negativnih komentara niti utisaka. Sve je zaista bilo odliÄno. Jedina zamerka je Å¡to je Äips u mini baru bio isteklog roka, ali na to sam skrenula paÅ¾nju i rekli su da Ä‡e prekontrolisati sve i zahvalili su se na svim komentarima koje sam dala.",negativan
Naplata parkinga,negativan
Problemi sa rasvetom u pojedinim delovima jedinice.,negativan
Muzika iz susjednog objekta petak subota naveÄe je bila preglasna da se nije moglo progovoriti u hotelu i u bliÅ¾oj njegovoj okolini!,negativan
Petak uveÄe glasna muzika.,negativan
Za moj ukus malo tvrÄ‘i jastuci ðŸ˜‰,negativan
Jedina mana je malo slabiji internet koji prekida. Nekada je bilo malo teze i nakaciti se na mrezu,negativan
"Soba u kojoj smo mi bili je bila odliÄna sa malim nedostatkom. U kupatilu fali polica za spustiti Äetkicu, kremu.. Da ne stoji u neseseru u ormariÄu. Fale kuke za gardarobu.",negativan
Malo loÅ¡iji wi fi,negativan
Nemam zamerki. Divni domaÄ‡ini i za svaku su preporuku.,negativan
Nije mi se dopalo Å¡to nam soba nije imala terasu.,negativan
Frizider odmah uz uzglavlje kreveta,negativan
Nema gde da se okaÄi peÅ¡kir.,negativan
"Soba se nalazi u zgradi pored prometne raskrsnice, zbog Äega saobraÄ‡ajna buka oteÅ¾ava spavanje.",negativan
"Sve je bilo u najboljem redu. SmjeÅ¡taj je odliÄan, a gazdarica jako ljubazna.",negativan
"Pristup apartmanima je donekle problematiÄan, buduÄ‡i da je jedini prilaz moguÄ‡ putem spoljaÅ¡njih spiralnih stepenica koje nisu preporuÄljive za veliki prtljag (niti ljude koji strahuju od visine).",negativan
"Glasna muzika iz kafica u blizini,ali to je ocekivano s obzirom na lokaciju u centru.",negativan
Parking koji je u crvenoj zoni.,negativan
GuÅ¾va Å¡to se tiÄe parkinga oko objekta.NajbluÅ¾i veÄ‡i parking je na 300 metara od obiekta.,negativan
"SavrÅ¡eno sve. U samom centru, na par koraka do Platana. VratiÄ‡emo se ponovo.",negativan
Da poveÄ‡ate doruÄak.,negativan
Sve je vrhunski!,negativan
Nije mi se dopalo sto je iznad hotela white bar koji pusta muziku preglasno. Ne znam da li su te decibale dozvoljene u gradu.,negativan
Sve Å¡to je lepo kratko traje...,negativan
"Uglavnom sitnice. Malo periferno, zbunjuje navigaciju, skrajnuto, neosvetljeno, malo moÅ¾e biti problem noÄ‡u, posebno kolima. Terasa, je velika i lepa, ali zajedniÄka sa joÅ¡ jednom sobom, sa tendom bi bila joÅ¡ bolja.",negativan
"Boravak je bio kratak ali sadrÅ¾ajan
Nije bilo vremena za ne -dopadanje!",negativan
"Primetna praÅ¡ina na elementima u kupatilu i ostalim delovima apartmana. Meni liÄno ne smeta, ali moÅ¾e biti negativan faktor drugim gostima. 
Neuredan mini friÅ¾ider - popriliÄno neodrÅ¾avan. 
Kupatilo moÅ¾e lako da poplavi usled izlivanja vode iz tuÅ¡ kabine.",negativan
"Terasa...
na ponudi je bilo navedeno da ima terasa ali nas apartman je nema.",negativan
"Å kripe vrata od soba, curi voda iz lavaboa, kreveti nisu baÅ¡ idealno udobni.",negativan
Sve odlicno docemo opet,negativan
Nalazi se na samoj raskrsnici pa je malo buÄno.,negativan
"Nije nam se dopalo to sto je objekat kao kuca podeljena na vise apartmana, a mislili smo da su zasebni stanovi. Imali smo malu neprijatnu situaciji jer nam nije receno da smo sami pa su deca misleci da nema nikoga greskom usla u sobu gde su vec bili smesteni ljudi.",negativan
"Mogli bi naziv apartmana vidno istaci, nema oznaceno",negativan
Ne bih imala niÅ¡ta navesti,negativan
Nista posebno negativno sto bi se istaklo.,negativan
"Potkrovlje. Stepenice su jako strme i nisu ergonomske. Nisu za starije osobe! U prostoriji je slabo osvetljenje. Jedan krovni prozor. Kuhinja je preskromna. Nema posuÄ‘a, a elektriÄni reÅ¡o je zapuÅ¡ten. Nema ubrusa za ruke. Nedostaje neka veÅ¡alica ili kukice gde bi se mogla obesiti garderoba. TuÅ¡ kabina prska po celom kupatilu. Dobili smo mali peÅ¡kir, srednji i neÅ¡to veÄ‡i. Za dve osobe nedostaju barem joÅ¡ dva peÅ¡kira. U neposrednoj blizini je restoran sa terasom i Å¾ivom muzikom. Buka u apartmanu je nesnosna.",negativan
Kupatilo i fale ormari.,negativan
Sanitarije i nema parking,negativan
"Apartman jako mali,kupatilo minijaturno i ma koliko pazili prilikom tuÅ¡iranja celo kupatilo je pod vodom.Zbog same lokacije objekta na uglu dve prometne ulice buka je jako velika a ako zatvorite prozor malo je tiÅ¡e ali nema sveÅ¾eg vazduha.",negativan
Sobe su slabo prozraÄene. Bilo je zaguÅ¡ljivo.,negativan
Jedina mana jeste kupatilo i tus jer nakon tusiranja voda bude po celom kupatilu.,negativan
"Pa nije to Å¡to se predstavlja u ponudi. LoÅ¡e kupatilo, klima ne radi",negativan
"Nemam primedbe, sve mi se svidelo.",negativan
Mozda samo da imamo mreze na prozoru,negativan
"Veliki problem sa parkingom i osoblje koje se nije potrudilo da problem do kraja reÅ¡i. Bili smo izloÅ¾eni veoma neprijatnom desetominutnom razgovoru sa ljutim taksi vozaÄima jer nas je osoblje hotela, u nedostatku sopstvenih mesta, smestilo na parking mesta rezervisana za taksiste, koji su nam Äak rekli da su razmiÅ¡ljali o tome da nam probuÅ¡e gume.",negativan
Hrana je proseÄna,negativan
Ogranicen parking prostor.Za dorucak nema svedski sto.,negativan
"Dorucak je jako siromasan, i da je bolji bila bi cista desetka. Imaju samo 5 jela koje mogu da se biraju. Takodje sobe ka starom gradu je malo bucnija, verujem da je leti jos gore.",negativan
"Sve mi se dopalo, mada nisam imao prilike da koristim bazen i restoran, mada nemam sumnje da bi i u tom slucaju utisak bio vise nego pozitivan.",negativan
Nemam prumedbi.,negativan
Samo dusek jer je bio previse mek,negativan
"Jedina zamerka je slivnik u kupatilu.
Prilikom tusiranja voda umesto u slivnik ide po celom kupatilu, a nema sa cime da se obrise. Pa je uvek mokro. ðŸ˜",negativan
Stepenice na terasu za bazen bez rukohvata,negativan
Soba je dosta hladna. Klima kao grijanje nije bas prikladna u ovo doba godine.,negativan
"Televizor je imao samo jedan program, manja soba, tuÅ¡ kabina bez zavese.",negativan
"S obzirom da se lokacija teÅ¡ko nalazi treba oznaÄiti neki reper u blizini, napr. prodavnica ""Yisk"". U apartmanu treba dodatno opremiti kupatilo drÅ¾aÄima za peÅ¡kir, policom za neseser.",negativan
"Fali ogledalo na zidu i vise uticnica (ukoliko se sminkate i peglate kosu :) ), malo bolje osvjetljenje u kupatilu. Sve ostalo je bez zamjerke.",negativan
"Sve je bilo ok, nemam zamerki.",negativan
"ulica je toliko uska, jedva se mimoiÄ‘u dvoje kola",negativan
Sa q,negativan
Trebinje viÅ¡e nije ono Å¡to je bilo.,negativan
sve je super...,negativan
U ovom hotelu tako neÅ¡to ne postoji. Sve je besprekorno.,negativan
"Ako ostajete duze (kao mi), mozda ce Vam se dorucak uciniti jednolicnim. Ali napomenula bih da su na nasu primedbu odmah odreagovali i spremili nam jako lep i drugaciji dorucak,",negativan
NiÅ¡ta...,negativan
"Ves masine koje rade non-stop, predlazem da ne rade u vreme kucnog reda/nocu.
Samo po jedan peskir u sobi (deluje da je za ruke/lice a ne za kupanje).",negativan
"Za dve noci, sasvim korektno",negativan
Soba koju smo dobi bila je mnogo manja od one koje smo oÄekivali.,negativan
"Neprijatni miris iz kupatila u apartmanu br5, konstantno, nismo mogli vrata da otvorimo, posteljina nije mijenjana za vrijeme naseg boravka niti su mijenjani peskiri u sobi, internet na skali od 1 do 10 - 3, kablovska isto tako. Ovo su sve manje vise sitne stvari koje se lako mogu korektovati, samo prije svega povedite racuna u vezi kupatila.",negativan
"Soba je mala. Krevet Å¡kripi kad se sedne, SmeÅ¡taj je skromno opremljen.",negativan
"OdliÄan smeÅ¡taj, veoma blizu centra. S obzirom na kvalitet smeÅ¡taja i lokaciju cena je veoma niska. Pritom se nalazi u mirnom kraju. DomaÄ‡ini su izuzetno ljubazni, uvek su nam izaÅ¡li u susret. Kada smo stigli u Trebinje doÅ¡li su po nas na autobusku stanicu kolima i vozili su nas po gradu traÅ¾eÄ‡i restoran koji joÅ¡ radi (stigli smo kasno uveÄe). SmeÅ¡taj je udoban i veoma Äist. Svima toplo preporuÄujem ovaj smeÅ¡taj! :)",negativan
"Bez neke narocite zamerke, nisam od onih koji traze dlaku u jajetu. Apartman je u skladu sa cenom.",negativan
Lokacija nije ispunila ocekivanja,negativan
"Ta ista terasa se deli sa drugim gostima, Å¡to nam je reÄeno kad smo doÅ¡li u smeÅ¡taj
LoÅ¡a izolacija
Higijena wc-a bi mogla biti bolja
Prazan bojler",negativan
"Nije mi se dopalo sto  interneta uopste nema, sto klima uredjaj slabo grije.",negativan
Nije bas cisto.,negativan
Krevet je neudoban.,negativan
"cistoca, udaljenost,",negativan
"Prvo, apartman koji smo dobili nije bio apartman sa slike vec potpuno drugi, bez terase.
Kupatilo je bilo potpuno nehigijensko tako da je nezamislivo da neko izdaje apartman sa takvim kupatilom.
Nije bilo mreÅ¾ice za komarce u apartmanu.
Trebinje je zaista lep grad.",negativan
"Gazdarici se nije bas dopalo kad sam rekao da smo iz Cetinja,nema bas lijepo miljenje o ljudima iz ovoga grada.Jastuci u apartmani su bas u losem stanju,dusek je takodje za mijenjanje.Boileri smanjeni na minimum,ili u losem stamju.Tako da nema dovoljno tople vode.",negativan
"Cistoca, nije kao na slici",negativan
"Odvod vode iz tuÅ¡ kabine
 Mora mnogo bolje",negativan
"Nije mi se dopalo to sto nas je docekao prazan bojler,a putovale smo 10h do smestaja i bas nam
nije bilo prijatno...",negativan
"Slike po nekad umeju da zavaraju. Daleko od toga da nemate u ponudi ono sto je predstavljeno na slikama, to je sve u najboljem redu... Ali tu su neke sitnice koje znaju malkcice da zasmetaju, tipa ogoljeni strujni kablovi, bojler koji curi i kaplje po wc-solji(koja takodje po malo curi)..... Jesu sitnice, ali iako zanemarljive, one kvare vrlo mogucu najpozitivniju ocenu....Bez problema bi mesto dobilo ocenu 9 ili 10 samo da nije njih.",negativan
"PriliÄno buÄan friÅ¾ider, nema roletni na svim prozorima, a zavese se provide. Mana: zajedniÄka terasa, osim ako je ne delite sa nekim koga znateâ€¦ ili u drugom studiju nema nikog.",negativan
Nisam zadovoljan.,negativan
"Pretanki zidovi kroz koje se cuje sve iz hodnika i susednih soba. Trazili smo kuhinju u sklopu objekta, a dobili smo neki minijaturni i prestari reso i nista od posudja. Deluje potpuno neupotrebljivo.",negativan
Jastuci ðŸ˜ž,negativan
Opis sobe nije odgovarao. Rezervisani smo superior sa pogledom a dobili smo sobu u potkrovlju,negativan
"Jedina zamerka je za hranu, dorucak je dosta los za takav hotel (i nema bas neki izbor za dorucak)",negativan
"Parking je bio malo uzak, doruÄak moÅ¾e biti malo potpuniji",negativan
"Sve je bilo savrÅ¡eno, lokacija hotela na ulazu u stari grad, hotel nov, smeÅ¡taj savrÅ¡en, osoblje za svaku pohvalu.",negativan
DoruÄak bi mogao i trebao biti raznovrsniji. Osim jaja i Å¾itarica nema se Å¡to izabrati.,negativan
Mozda bi dorucak mogao biti malo kvalitetniji.,negativan
LoÅ¡ doruÄak.,negativan
"Prilaz je kroz tesne uliiÄice, kupatilo se oseÄ‡alo na buÄ‘, reÅ¡o nije imao dugme za paljenje i gaÅ¡enje, nije bilo toalet papira. 
Pre nekoliko godina smo gostovali u ovom apartmanu i bili oduÅ¡evljeni, izgleda da od tad niko nije ulagao niti vodio raÄuna o navedenom apartmanu.
Za taj novac se moÅ¾e naÄ‡i mnogo bolji apartman",negativan
"Kupatilo , tuÅ¡ nema ni kabinu ni zavjese, pa je poplava nakon tuÅ¡iranja",negativan
"Neprimjereni susjedi  i buka od istih iz apartmana br 5... ( Nije na racun vlasnika, ali eto da znaju za ubuduce, da opomenu turiste da nisu sami u cijeloj kuci, kad je vec izolacija losa i sve se cuje kao da nema zidova)",negativan
"Jako hladna soba, klima je radila celu noÄ‡ na max ali nije uspela da se zagreje. Verovatno klima nije dovoljna da zagreje pri niskim temperaturama.",negativan
Kreveti bi mogli biti udobniji osim toga nemam nekih zamjerki,negativan
U smjeÅ¡tajnoj jedinici jedino Å¡to nam se nije svidjelo je neudoban krevet sve ostalo je uredno.,negativan
"Jako skuÄena soba, kupatilo bez Äiviluka za odeÄ‡u i bez zavese na tuÅ¡u",negativan
"Moglo bi se poraditi na higijeni sanitarija u kupatilu pre nego Å¡to doÄ‘u novi gosti.
Takodje u apartmanu 4 u kojem smo odsedali, nije definisana tus kabina, voda ide na sve strane, takodje je i bilo skoro nemoguce istusirati se jer voda ne odlazi kroz odvod.",negativan
